gene_name,gene_id
RIPK1,ENSG00000137275
RIPK2,ENSG00000104312
RIPK3,ENSG00000129465
RIPK4,ENSG00000183421
RIPOR1,ENSG00000039523
RITA1,ENSG00000139405
RLF,ENSG00000117000
RLN1,ENSG00000107018
RLN2,ENSG00000107014
RLN3,ENSG00000171136
RMDN1,ENSG00000176623
RMND1,ENSG00000155906
RMND5A,ENSG00000153561
RNASE3,ENSG00000169397
RNASEH2B,ENSG00000136104
RNASEL,ENSG00000135828
RNF112,ENSG00000128482
RNF121,ENSG00000137522
RNF128,ENSG00000133135
RNF167,ENSG00000108523
RNF180,ENSG00000164197
RNF187,ENSG00000168159
RNF2,ENSG00000121481
RNF26,ENSG00000173456
RNF31,ENSG00000092098
RNF38,ENSG00000137075
RNF39,ENSG00000204618
RNF43,ENSG00000108375
RO60,ENSG00000116747
ROBO4,ENSG00000154133
ROCK1,ENSG00000067900
ROCK2,ENSG00000134318
ROR1,ENSG00000185483
ROR2,ENSG00000169071
RORB,ENSG00000198963
RORC,ENSG00000143365
ROS1,ENSG00000047936
RP1L1,ENSG00000183638
RPA1,ENSG00000132383
RPA2,ENSG00000117748
RPA3,ENSG00000106399
RPAP1,ENSG00000103932
RPAP3,ENSG00000005175
RPE65,ENSG00000116745
RPF1,ENSG00000117133
RPL23,ENSG00000125691
RPN1,ENSG00000163902
RPRM,ENSG00000177519
RPRML,ENSG00000179673
RPS6KA5,ENSG00000100784
RPTOR,ENSG00000141564
RPUSD2,ENSG00000166133
RRAD,ENSG00000166592
RRAS,ENSG00000126458
RREB1,ENSG00000124782
RRM1,ENSG00000167325
RRM2,ENSG00000171848
RRP12,ENSG00000052749
RRP15,ENSG00000067533
RRP1B,ENSG00000160208
RRS1,ENSG00000179041
RS1,ENSG00000102104
RSAD2,ENSG00000134321
RSBN1,ENSG00000081019
RSPH9,ENSG00000172426
RSPO2,ENSG00000147655
RSPO3,ENSG00000146374
RSPRY1,ENSG00000159579
RSRC1,ENSG00000174891
RTCB,ENSG00000100220
RTKN2,ENSG00000182010
RTL1,ENSG00000254656
RTL8C,ENSG00000134590
RTN1,ENSG00000139970
RTN4,ENSG00000115310
RTN4IP1,ENSG00000130347
RUBCN,ENSG00000145016
RUBCNL,ENSG00000102445
RUFY2,ENSG00000204130
RUNX1,ENSG00000159216
RUNX1T1,ENSG00000079102
RUNX2,ENSG00000124813
RUNX3,ENSG00000020633
RUVBL1,ENSG00000175792
RUVBL2,ENSG00000183207
RWDD1,ENSG00000111832
RWDD4,ENSG00000182552
RXFP1,ENSG00000171509
RXFP2,ENSG00000133105
RXFP3,ENSG00000182631
RXRA,ENSG00000186350
RYR1,ENSG00000196218
S100A1,ENSG00000160678
S100A3,ENSG00000188015
S1PR1,ENSG00000170989
S1PR3,ENSG00000213694
S1PR5,ENSG00000180739
SAA4,ENSG00000148965
SAC3D1,ENSG00000168061
SACS,ENSG00000151835
SAFB,ENSG00000160633
SALL4,ENSG00000101115
SAMD4A,ENSG00000020577
SAMD5,ENSG00000203727
SAMD9,ENSG00000205413
SAMHD1,ENSG00000101347
SAPCD2,ENSG00000186193
SART1,ENSG00000175467
SART3,ENSG00000075856
SASH1,ENSG00000111961
SAT2,ENSG00000141504
SATB1,ENSG00000182568
SATB2,ENSG00000119042
SAXO1,ENSG00000155875
SBNO1,ENSG00000139697
SBNO2,ENSG00000064932
SCAF4,ENSG00000156304
SCAMP4,ENSG00000227500
SCAPER,ENSG00000140386
SCARB1,ENSG00000073060
SCFD2,ENSG00000184178
SCG2,ENSG00000171951
SCG5,ENSG00000166922
SCGB1D1,ENSG00000168515
SCGB1D2,ENSG00000124935
SCGN,ENSG00000079689
SCIMP,ENSG00000161929
SCIN,ENSG00000006747
SCML2,ENSG00000102098
SCN3A,ENSG00000153253
SCN4B,ENSG00000177098
SCN7A,ENSG00000136546
SCN8A,ENSG00000196876
SCN9A,ENSG00000169432
SCNN1A,ENSG00000111319
SCNN1G,ENSG00000166828
SCPEP1,ENSG00000121064
SCRIB,ENSG00000180900
SCRN1,ENSG00000136193
SDAD1,ENSG00000198301
SDC2,ENSG00000169439
SDC3,ENSG00000162512
SDC4,ENSG00000124145
SDF2L1,ENSG00000128228
SDHA,ENSG00000073578
SDHAF3,ENSG00000196636
SDHB,ENSG00000117118
SDK2,ENSG00000069188
SEC13,ENSG00000157020
SEC14L3,ENSG00000100012
SEC16A,ENSG00000148396
SEC23B,ENSG00000101310
SECISBP2L,ENSG00000138593
SEL1L,ENSG00000071537
SELE,ENSG00000007908
SELENBP1,ENSG00000143416
SELENOT,ENSG00000198843
SELL,ENSG00000188404
SELP,ENSG00000174175
SELPLG,ENSG00000110876
SEMA3A,ENSG00000075213
SEMA3C,ENSG00000075223
SEMA3D,ENSG00000153993
SEMA3F,ENSG00000001617
SEMA4B,ENSG00000185033
SEMA4C,ENSG00000168758
SEMA4D,ENSG00000187764
SEMA7A,ENSG00000138623
SENP1,ENSG00000079387
SENP6,ENSG00000112701
SEPTIN5,ENSG00000184702
SEPTIN6,ENSG00000125354
SEPTIN9,ENSG00000184640
SERPINA12,ENSG00000165953
SERPINA3,ENSG00000196136
SERPINA5,ENSG00000188488
SERPINA9,ENSG00000170054
SERPINB2,ENSG00000197632
SERPINB4,ENSG00000206073
SERPINB5,ENSG00000206075
SERPINB7,ENSG00000166396
SERPINB9,ENSG00000170542
SERPINC1,ENSG00000117601
SERPIND1,ENSG00000099937
SERPINE1,ENSG00000106366
SERPINF2,ENSG00000167711
SERPINH1,ENSG00000149257
SERPINI2,ENSG00000114204
SESN2,ENSG00000130766
SESN3,ENSG00000149212
SETD4,ENSG00000185917
SETDB1,ENSG00000143379
SEZ6L,ENSG00000100095
SEZ6L2,ENSG00000174938
SF3A1,ENSG00000099995
SF3B1,ENSG00000115524
SF3B3,ENSG00000189091
SF3B4,ENSG00000143368
SFPQ,ENSG00000116560
SFRP1,ENSG00000104332
SFRP4,ENSG00000106483
SFRP5,ENSG00000120057
SFSWAP,ENSG00000061936
SFXN1,ENSG00000164466
SFXN2,ENSG00000156398
SGCA,ENSG00000108823
SGK1,ENSG00000118515
SGSH,ENSG00000181523
SH2B2,ENSG00000160999
SH2D1A,ENSG00000183918
SH2D1B,ENSG00000198574
SH2D2A,ENSG00000027869
SH2D3C,ENSG00000095370
SH3BGR,ENSG00000185437
SH3BGRL2,ENSG00000198478
SH3BP5,ENSG00000131370
SH3BP5L,ENSG00000175137
SH3GLB2,ENSG00000148341
SH3RF2,ENSG00000156463
SH3TC2,ENSG00000169247
SHANK3,ENSG00000251322
SHARPIN,ENSG00000179526
SHBG,ENSG00000129214
SHC1,ENSG00000160691
SHC4,ENSG00000185634
SHFL,ENSG00000130813
SHH,ENSG00000164690
SHLD1,ENSG00000171984
SHLD2,ENSG00000122376
SHMT1,ENSG00000176974
SHMT2,ENSG00000182199
SHOX,ENSG00000185960
SHROOM1,ENSG00000164403
SIAE,ENSG00000110013
SIAH1,ENSG00000196470
SIGIRR,ENSG00000185187
SIGLEC1,ENSG00000088827
SIGLEC11,ENSG00000161640
SIGLEC6,ENSG00000105492
SIGLEC7,ENSG00000168995
SIGLEC9,ENSG00000129450
SIGMAR1,ENSG00000147955
SIK2,ENSG00000170145
SIK3,ENSG00000160584
SIM2,ENSG00000159263
SIMC1,ENSG00000170085
SIN3A,ENSG00000169375
SINHCAF,ENSG00000139146
SIRPA,ENSG00000198053
SIRPB1,ENSG00000101307
SIRPG,ENSG00000089012
SIRT1,ENSG00000096717
SIRT2,ENSG00000068903
SIRT3,ENSG00000142082
SIRT6,ENSG00000077463
SIRT7,ENSG00000187531
SIX1,ENSG00000126778
SKA3,ENSG00000165480
SKP1,ENSG00000113558
SKP2,ENSG00000145604
SLAMF1,ENSG00000117090
SLAMF6,ENSG00000162739
SLAMF7,ENSG00000026751
SLAMF8,ENSG00000158714
SLC10A1,ENSG00000100652
SLC11A1,ENSG00000018280
SLC11A2,ENSG00000110911
SLC12A1,ENSG00000074803
SLC12A2,ENSG00000064651
SLC12A3,ENSG00000070915
SLC12A6,ENSG00000140199
SLC13A3,ENSG00000158296
SLC14A1,ENSG00000141469
SLC14A2,ENSG00000132874
SLC15A1,ENSG00000088386
SLC15A2,ENSG00000163406
SLC16A1,ENSG00000155380
SLC16A4,ENSG00000168679
SLC16A9,ENSG00000165449
SLC17A5,ENSG00000119899
SLC17A6,ENSG00000091664
SLC17A7,ENSG00000104888
SLC17A8,ENSG00000179520
SLC18A2,ENSG00000165646
SLC19A1,ENSG00000173638
SLC1A1,ENSG00000106688
SLC1A2,ENSG00000110436
SLC1A3,ENSG00000079215
SLC1A5,ENSG00000105281
SLC20A2,ENSG00000168575
SLC22A1,ENSG00000175003
SLC22A12,ENSG00000197891
SLC22A2,ENSG00000112499
SLC22A4,ENSG00000197208
SLC22A5,ENSG00000197375
SLC22A6,ENSG00000197901
SLC22A7,ENSG00000137204
SLC22A8,ENSG00000149452
SLC22A9,ENSG00000149742
SLC23A2,ENSG00000089057
SLC24A1,ENSG00000074621
SLC24A4,ENSG00000140090
SLC25A1,ENSG00000100075
SLC25A10,ENSG00000183048
SLC25A11,ENSG00000108528
SLC25A13,ENSG00000004864
SLC25A17,ENSG00000100372
SLC25A31,ENSG00000151475
SLC25A39,ENSG00000013306
SLC25A4,ENSG00000151729
SLC25A40,ENSG00000075303
SLC26A2,ENSG00000155850
SLC26A3,ENSG00000091138
SLC26A4,ENSG00000091137
SLC26A7,ENSG00000147606
SLC29A1,ENSG00000112759
SLC29A3,ENSG00000198246
SLC2A1,ENSG00000117394
SLC2A2,ENSG00000163581
SLC2A3,ENSG00000059804
SLC2A4,ENSG00000181856
SLC2A4RG,ENSG00000125520
SLC2A9,ENSG00000109667
SLC30A7,ENSG00000162695
SLC30A8,ENSG00000164756
SLC34A1,ENSG00000131183
SLC35E1,ENSG00000127526
SLC35G2,ENSG00000168917
SLC37A4,ENSG00000137700
SLC38A7,ENSG00000103042
SLC39A11,ENSG00000133195
SLC39A8,ENSG00000138821
SLC39A9,ENSG00000029364
SLC3A1,ENSG00000138079
SLC3A2,ENSG00000168003
SLC40A1,ENSG00000138449
SLC43A2,ENSG00000167703
SLC4A1,ENSG00000004939
SLC4A1AP,ENSG00000163798
SLC4A4,ENSG00000080493
SLC4A9,ENSG00000113073
SLC5A1,ENSG00000100170
SLC5A12,ENSG00000148942
SLC5A2,ENSG00000140675
SLC5A3,ENSG00000198743
SLC5A5,ENSG00000105641
SLC5A7,ENSG00000115665
SLC6A1,ENSG00000157103
SLC6A12,ENSG00000111181
SLC6A17,ENSG00000197106
SLC6A18,ENSG00000164363
SLC6A19,ENSG00000174358
SLC6A2,ENSG00000103546
SLC6A3,ENSG00000142319
SLC6A4,ENSG00000108576
SLC6A5,ENSG00000165970
SLC6A9,ENSG00000196517
SLC7A10,ENSG00000130876
SLC7A11,ENSG00000151012
SLC7A13,ENSG00000164893
SLC7A5,ENSG00000103257
SLC7A7,ENSG00000155465
SLC8A1,ENSG00000183023
SLC9A1,ENSG00000090020
SLC9A3,ENSG00000066230
SLC9A3R1,ENSG00000109062
SLC9A3R2,ENSG00000065054
SLCO1B1,ENSG00000134538
SLCO1B3,ENSG00000111700
SLCO1C1,ENSG00000139155
SLCO2B1,ENSG00000137491
SLFN11,ENSG00000172716
SLFN5,ENSG00000166750
SLIT2,ENSG00000145147
SLIT3,ENSG00000184347
SLITRK1,ENSG00000178235
SLITRK2,ENSG00000185985
SLITRK4,ENSG00000179542
SLITRK5,ENSG00000165300
SLMAP,ENSG00000163681
SMAD1,ENSG00000170365
SMAD2,ENSG00000175387
SMAD3,ENSG00000166949
SMAD4,ENSG00000141646
SMAD7,ENSG00000101665
SMAP2,ENSG00000084070
SMARCA1,ENSG00000102038
SMARCA2,ENSG00000080503
SMARCA4,ENSG00000127616
SMARCA5,ENSG00000153147
SMARCAD1,ENSG00000163104
SMARCAL1,ENSG00000138375
SMARCB1,ENSG00000099956
SMARCC1,ENSG00000173473
SMARCE1,ENSG00000073584
SMC1A,ENSG00000072501
SMC3,ENSG00000108055
SMC4,ENSG00000113810
SMCHD1,ENSG00000101596
SMN1,ENSG00000172062
SMN2,ENSG00000205571
SMO,ENSG00000128602
SMOC1,ENSG00000198732
SMOC2,ENSG00000112562
SMOX,ENSG00000088826
SMPD1,ENSG00000166311
SMPD3,ENSG00000103056
SMPDL3B,ENSG00000130768
SMTN,ENSG00000183963
SMURF1,ENSG00000198742
SMURF2,ENSG00000108854
SMYD3,ENSG00000185420
SNAI1,ENSG00000124216
SNAI2,ENSG00000019549
SNAP23,ENSG00000092531
SNAP25,ENSG00000132639
SNAP47,ENSG00000143740
SNCA,ENSG00000145335
SND1,ENSG00000197157
SNHG1,ENSG00000255717
SNHG11,ENSG00000174365
SNHG15,ENSG00000232956
SNHG17,ENSG00000196756
SNHG8,ENSG00000269893
SNRNP200,ENSG00000144028
SNRPB,ENSG00000125835
SNRPD1,ENSG00000167088
SNRPD3,ENSG00000100028
SNTB2,ENSG00000168807
SNTG2,ENSG00000172554
SNURF,ENSG00000273173
SNX1,ENSG00000028528
SNX10,ENSG00000086300
SNX11,ENSG00000002919
SNX15,ENSG00000110025
SNX16,ENSG00000104497
SNX17,ENSG00000115234
SNX19,ENSG00000120451
SNX27,ENSG00000143376
SNX29,ENSG00000048471
SNX30,ENSG00000148158
SNX33,ENSG00000173548
SNX4,ENSG00000114520
SNX8,ENSG00000106266
SOAT1,ENSG00000057252
SOCS1,ENSG00000185338
SOCS2,ENSG00000120833
SOCS3,ENSG00000184557
SOD1,ENSG00000142168
SOD2,ENSG00000112096
SOD3,ENSG00000109610
SOHLH2,ENSG00000120669
SORCS1,ENSG00000108018
SORCS2,ENSG00000184985
SORD,ENSG00000140263
SORL1,ENSG00000137642
SORT1,ENSG00000134243
SOS1,ENSG00000115904
SOST,ENSG00000167941
SOSTDC1,ENSG00000171243
SOX1,ENSG00000182968
SOX10,ENSG00000100146
SOX11,ENSG00000176887
SOX14,ENSG00000168875
SOX17,ENSG00000164736
SOX18,ENSG00000203883
SOX2,ENSG00000181449
SOX2-OT,ENSG00000242808
SOX21,ENSG00000125285
SOX30,ENSG00000039600
SOX5,ENSG00000134532
SOX6,ENSG00000110693
SOX8,ENSG00000005513
SOX9,ENSG00000125398
SP1,ENSG00000185591
SP110,ENSG00000135899
SP140,ENSG00000079263
SP3,ENSG00000172845
SP9,ENSG00000217236
SPA17,ENSG00000064199
SPAAR,ENSG00000235387
SPAG1,ENSG00000104450
SPAG17,ENSG00000155761
SPAG5,ENSG00000076382
SPAG6,ENSG00000077327
SPAG8,ENSG00000137098
SPANXB1,ENSG00000227234
SPART,ENSG00000133104
SPATA16,ENSG00000144962
SPATA18,ENSG00000163071
SPATA22,ENSG00000141255
SPATA4,ENSG00000150628
SPATA5,ENSG00000145375
SPATA5L1,ENSG00000171763
SPATA7,ENSG00000042317
SPATS2,ENSG00000123352
SPATS2L,ENSG00000196141
SPDYA,ENSG00000163806
SPECC1,ENSG00000128487
SPECC1L,ENSG00000100014
SPHK1,ENSG00000176170
SPI1,ENSG00000066336
SPIB,ENSG00000269404
SPICE1,ENSG00000163611
SPIN1,ENSG00000106723
SPIN2A,ENSG00000147059
SPIN3,ENSG00000204271
SPINK7,ENSG00000145879
SPN,ENSG00000197471
SPO11,ENSG00000054796
SPOCK1,ENSG00000152377
SPON1,ENSG00000262655
SPON2,ENSG00000159674
SPP1,ENSG00000118785
SPP2,ENSG00000072080
SPPL2A,ENSG00000138600
SPRY2,ENSG00000136158
SPRYD7,ENSG00000123178
SPTA1,ENSG00000163554
SPTBN1,ENSG00000115306
SPZ1,ENSG00000164299
SQLE,ENSG00000104549
SQSTM1,ENSG00000161011
SRA1,ENSG00000213523
SRC,ENSG00000197122
SRCAP,ENSG00000080603
SRCIN1,ENSG00000277363
SRD5A1,ENSG00000145545
SRD5A2,ENSG00000277893
SRD5A3,ENSG00000128039
SREBF1,ENSG00000072310
SREBF2,ENSG00000198911
SRF,ENSG00000112658
SRFBP1,ENSG00000151304
SRI,ENSG00000075142
SRPK1,ENSG00000096063
SRPX,ENSG00000101955
SRSF1,ENSG00000136450
SRSF2,ENSG00000161547
SRY,ENSG00000184895
SS18,ENSG00000141380
SSB,ENSG00000138385
SSBP3,ENSG00000157216
SSRP1,ENSG00000149136
SSTR1,ENSG00000139874
SSTR2,ENSG00000180616
SSTR3,ENSG00000278195
SSTR4,ENSG00000132671
SSTR5,ENSG00000162009
SSX1,ENSG00000126752
SSX2,ENSG00000241476
SSX2IP,ENSG00000117155
SSX4,ENSG00000268009
ST14,ENSG00000149418
ST6GAL1,ENSG00000073849
STAB1,ENSG00000010327
STAC3,ENSG00000185482
STAP1,ENSG00000035720
STAR,ENSG00000147465
STAT1,ENSG00000115415
STAT2,ENSG00000170581
STAT3,ENSG00000168610
STAT4,ENSG00000138378
STAT5A,ENSG00000126561
STAT5B,ENSG00000173757
STAT6,ENSG00000166888
STAU1,ENSG00000124214
STAU2,ENSG00000040341
STC2,ENSG00000113739
STEAP1,ENSG00000164647
STEAP4,ENSG00000127954
STH,ENSG00000256762
STIL,ENSG00000123473
STIM1,ENSG00000167323
STIM2,ENSG00000109689
STK11,ENSG00000118046
STK16,ENSG00000115661
STK3,ENSG00000104375
STK31,ENSG00000196335
STK32A,ENSG00000169302
STK32C,ENSG00000165752
STK33,ENSG00000130413
STK35,ENSG00000125834
STK39,ENSG00000198648
STK4,ENSG00000101109
STK40,ENSG00000196182
STMN1,ENSG00000117632
STMN2,ENSG00000104435
STMN3,ENSG00000197457
STOML1,ENSG00000067221
STRIP1,ENSG00000143093
STRIP2,ENSG00000128578
STRN3,ENSG00000196792
STRN4,ENSG00000090372
STS,ENSG00000101846
STUB1,ENSG00000103266
STX11,ENSG00000135604
STX1A,ENSG00000106089
STX7,ENSG00000079950
STXBP4,ENSG00000166263
STXBP5,ENSG00000164506
STYK1,ENSG00000060140
SUGCT,ENSG00000175600
SUGP2,ENSG00000064607
SULF1,ENSG00000137573
SULF2,ENSG00000196562
SULT1A1,ENSG00000196502
SULT2A1,ENSG00000105398
SUMO1,ENSG00000116030
SUMO4,ENSG00000177688
SUPV3L1,ENSG00000156502
SURF6,ENSG00000148296
SUV39H1,ENSG00000101945
SV2C,ENSG00000122012
SVEP1,ENSG00000165124
SVIL,ENSG00000197321
SWT1,ENSG00000116668
SYCP1,ENSG00000198765
SYK,ENSG00000165025
SYNCRIP,ENSG00000135316
SYNGR3,ENSG00000127561
SYNM,ENSG00000182253
SYNPO2,ENSG00000172403
SYNRG,ENSG00000275066
SYP,ENSG00000102003
SYT16,ENSG00000139973
SYTL2,ENSG00000137501
SYVN1,ENSG00000162298
TAB1,ENSG00000100324
TAB2,ENSG00000055208
TAC1,ENSG00000006128
TAC3,ENSG00000166863
TAC4,ENSG00000176358
TACC2,ENSG00000138162
TACR1,ENSG00000115353
TACR2,ENSG00000075073
TACR3,ENSG00000169836
TADA2A,ENSG00000276234
TAF1,ENSG00000147133
TAFA4,ENSG00000163377
TAFA5,ENSG00000219438
TAGLN,ENSG00000149591
TAL1,ENSG00000162367
TAL2,ENSG00000186051
TANGO2,ENSG00000183597
TAP1,ENSG00000168394
TAP2,ENSG00000204267
TARDBP,ENSG00000120948
TAS2R38,ENSG00000257138
TASOR,ENSG00000163946
TASOR2,ENSG00000108021
TBC1D22B,ENSG00000065491
TBC1D30,ENSG00000111490
TBC1D8B,ENSG00000133138
TBCK,ENSG00000145348
TBK1,ENSG00000183735
TBL1Y,ENSG00000092377
TBL2,ENSG00000106638
TBP,ENSG00000112592
TBR1,ENSG00000136535
TBRG4,ENSG00000136270
TBX15,ENSG00000092607
TBX19,ENSG00000143178
TBX2,ENSG00000121068
TBX21,ENSG00000073861
TBX3,ENSG00000135111
TBX4,ENSG00000121075
TBX5,ENSG00000089225
TBXA2R,ENSG00000006638
TBXAS1,ENSG00000059377
TC2N,ENSG00000165929
TCEA3,ENSG00000204219
TCEANC,ENSG00000176896
TCEANC2,ENSG00000116205
TCERG1L,ENSG00000176769
TCF20,ENSG00000100207
TCF21,ENSG00000118526
TCF3,ENSG00000071564
TCF4,ENSG00000196628
TCF7,ENSG00000081059
TCF7L2,ENSG00000148737
TCFL5,ENSG00000101190
TCIM,ENSG00000176907
TCL1A,ENSG00000100721
TCOF1,ENSG00000070814
TCP1,ENSG00000120438
TDGF1,ENSG00000241186
TDO2,ENSG00000151790
TDRD3,ENSG00000083544
TDRD7,ENSG00000196116
TEC,ENSG00000135605
TECPR1,ENSG00000205356
TEDC1,ENSG00000185347
TEFM,ENSG00000172171
TEK,ENSG00000120156
TEKT1,ENSG00000167858
TEKT3,ENSG00000125409
TEKT4,ENSG00000163060
TELO2,ENSG00000100726
TENT5B,ENSG00000158246
TENT5C,ENSG00000183508
TERF1,ENSG00000147601
TERF2,ENSG00000132604
TERT,ENSG00000164362
TES,ENSG00000135269
TESK2,ENSG00000070759
TET1,ENSG00000138336
TET2,ENSG00000168769
TEX11,ENSG00000120498
TEX14,ENSG00000121101
TEX30,ENSG00000151287
TEX35,ENSG00000240021
TFAM,ENSG00000108064
TFAP2A,ENSG00000137203
TFAP2B,ENSG00000008196
TFCP2L1,ENSG00000115112
TFE3,ENSG00000068323
TFEB,ENSG00000112561
TFPI,ENSG00000003436
TFPI2,ENSG00000105825
TFR2,ENSG00000106327
TFRC,ENSG00000072274
TG,ENSG00000042832
TGFA,ENSG00000163235
TGFB1,ENSG00000105329
TGFB1I1,ENSG00000140682
TGFB2,ENSG00000092969
TGFB3,ENSG00000119699
TGFBR1,ENSG00000106799
TGFBR2,ENSG00000163513
TGFBR3,ENSG00000069702
TGM1,ENSG00000092295
TGM2,ENSG00000198959
TGM3,ENSG00000125780
TGM4,ENSG00000163810
TGM6,ENSG00000166948
TH,ENSG00000180176
THAP11,ENSG00000168286
THAP2,ENSG00000173451
THAP3,ENSG00000041988
THBD,ENSG00000178726
THBS1,ENSG00000137801
THBS2,ENSG00000186340
THEM6,ENSG00000130193
THEMIS,ENSG00000172673
THEMIS2,ENSG00000130775
THPO,ENSG00000090534
THRA,ENSG00000126351
THRB,ENSG00000151090
THUMPD3,ENSG00000134077
THY1,ENSG00000154096
THYN1,ENSG00000151500
TIAM1,ENSG00000156299
TIAM2,ENSG00000146426
TICAM1,ENSG00000127666
TICAM2,ENSG00000243414
TICRR,ENSG00000140534
TIE1,ENSG00000066056
TIGD5,ENSG00000179886
TIGIT,ENSG00000181847
TIMD4,ENSG00000145850
TIMM29,ENSG00000142444
TIMM50,ENSG00000105197
TIMP2,ENSG00000035862
TIMP4,ENSG00000157150
TINAG,ENSG00000137251
TINAGL1,ENSG00000142910
TIPARP,ENSG00000163659
TIRAP,ENSG00000150455
TJP1,ENSG00000104067
TJP2,ENSG00000119139
TK1,ENSG00000167900
TKT,ENSG00000163931
TKTL1,ENSG00000007350
TLE6,ENSG00000104953
TLK1,ENSG00000198586
TLK2,ENSG00000146872
TLR1,ENSG00000174125
TLR10,ENSG00000174123
TLR2,ENSG00000137462
TLR3,ENSG00000164342
TLR4,ENSG00000136869
TLR5,ENSG00000187554
TLR6,ENSG00000174130
TLR7,ENSG00000196664
TLR8,ENSG00000101916
TLR9,ENSG00000239732
TM4SF5,ENSG00000142484
TM6SF2,ENSG00000213996
TM9SF4,ENSG00000101337
TMA16,ENSG00000198498
TMBIM4,ENSG00000155957
TMEFF2,ENSG00000144339
TMEM100,ENSG00000166292
TMEM106B,ENSG00000106460
TMEM109,ENSG00000110108
TMEM119,ENSG00000183160
TMEM120B,ENSG00000188735
TMEM123,ENSG00000152558
TMEM126A,ENSG00000171202
TMEM130,ENSG00000166448
TMEM14C,ENSG00000111843
TMEM164,ENSG00000157600
TMEM173,ENSG00000184584
TMEM185A,ENSG00000269556
TMEM192,ENSG00000170088
TMEM200A,ENSG00000164484
TMEM201,ENSG00000188807
TMEM209,ENSG00000146842
TMEM237,ENSG00000155755
TMEM33,ENSG00000109133
TMEM39A,ENSG00000176142
TMEM43,ENSG00000170876
TMEM45A,ENSG00000181458
TMEM45B,ENSG00000151715
TMEM97,ENSG00000109084
TMEM98,ENSG00000006042
TMEM9B,ENSG00000175348
TMIGD2,ENSG00000167664
TMPO,ENSG00000120802
TMPRSS11E,ENSG00000087128
TMPRSS13,ENSG00000137747
TMPRSS2,ENSG00000184012
TMPRSS6,ENSG00000187045
TMTC3,ENSG00000139324
TMTC4,ENSG00000125247
TMUB2,ENSG00000168591
TMX1,ENSG00000139921
TMX2,ENSG00000213593
TNC,ENSG00000041982
TNF,ENSG00000232810
TNFAIP8,ENSG00000145779
TNFRSF10A,ENSG00000104689
TNFRSF10B,ENSG00000120889
TNFRSF10C,ENSG00000173535
TNFRSF10D,ENSG00000173530
TNFRSF11A,ENSG00000141655
TNFRSF11B,ENSG00000164761
TNFRSF12A,ENSG00000006327
TNFRSF13B,ENSG00000240505
TNFRSF13C,ENSG00000159958
TNFRSF14,ENSG00000157873
TNFRSF17,ENSG00000048462
TNFRSF18,ENSG00000186891
TNFRSF1A,ENSG00000067182
TNFRSF1B,ENSG00000028137
TNFRSF21,ENSG00000146072
TNFRSF6B,ENSG00000243509
TNFRSF8,ENSG00000120949
TNFRSF9,ENSG00000049249
TNFSF10,ENSG00000121858
TNFSF11,ENSG00000120659
TNFSF12,ENSG00000239697
TNFSF13,ENSG00000161955
TNFSF13B,ENSG00000102524
TNFSF14,ENSG00000125735
TNFSF15,ENSG00000181634
TNFSF18,ENSG00000120337
TNFSF4,ENSG00000117586
TNFSF8,ENSG00000106952
TNFSF9,ENSG00000125657
TNIP1,ENSG00000145901
TNK2,ENSG00000061938
TNKS,ENSG00000173273
TNMD,ENSG00000000005
TNNI3,ENSG00000129991
TNNT2,ENSG00000118194
TNPO3,ENSG00000064419
TNR,ENSG00000116147
TNS2,ENSG00000111077
TNXB,ENSG00000168477
TOLLIP,ENSG00000078902
TOM1L2,ENSG00000175662
TOMM34,ENSG00000025772
TOMM40,ENSG00000130204
TONSL,ENSG00000160949
TOP1,ENSG00000198900
TOP1MT,ENSG00000184428
TOP2A,ENSG00000131747
TOP2B,ENSG00000077097
TOP3B,ENSG00000100038
TOPBP1,ENSG00000163781
TOR1A,ENSG00000136827
TOR3A,ENSG00000186283
TOX,ENSG00000198846
TOX2,ENSG00000124191
TOX4,ENSG00000092203
TP53,ENSG00000141510
TP53BP1,ENSG00000067369
TP53BP2,ENSG00000143514
TP63,ENSG00000073282
TP73,ENSG00000078900
TPBG,ENSG00000146242
TPCN1,ENSG00000186815
TPH1,ENSG00000129167
TPH2,ENSG00000139287
TPMT,ENSG00000137364
TPPP,ENSG00000171368
TPPP3,ENSG00000159713
TPTE,ENSG00000274391
TPX2,ENSG00000088325
TRAF1,ENSG00000056558
TRAF2,ENSG00000127191
TRAF3,ENSG00000131323
TRAF3IP2,ENSG00000056972
TRAF3IP3,ENSG00000009790
TRAF4,ENSG00000076604
TRAF5,ENSG00000082512
TRAF6,ENSG00000175104
TRAFD1,ENSG00000135148
TRAP1,ENSG00000126602
TRDC,ENSG00000211829
TREM1,ENSG00000124731
TREM2,ENSG00000095970
TREML2,ENSG00000112195
TREX1,ENSG00000213689
TREX2,ENSG00000183479
TRH,ENSG00000170893
TRHR,ENSG00000174417
TRIB1,ENSG00000173334
TRIB2,ENSG00000071575
TRIB3,ENSG00000101255
TRIM21,ENSG00000132109
TRIM23,ENSG00000113595
TRIM25,ENSG00000121060
TRIM27,ENSG00000204713
TRIM28,ENSG00000130726
TRIM47,ENSG00000132481
TRIM5,ENSG00000132256
TRIM55,ENSG00000147573
TRIM65,ENSG00000141569
TRIM66,ENSG00000166436
TRIM67,ENSG00000119283
TRIP13,ENSG00000071539
